-120.55,-84.11,curva,,316
-118.16,-79.67,curva,,317
-115.77,-75.23,curva,,318
-111.92,-68.53,curva,,319
-108.07,-61.84,curva,,320
-104.22,-55.14,curva,,321
-96.17,-46.04,curva,,322
-88.12,-36.95,curva,,323
-80.08,-27.85,curva,,324
-71.56,-22.34,curva,,325
-63.05,-16.83,curva,,326
-54.54,-11.31,curva,,327
-43.92,-7.49,curva,,328
-33.31,-3.66,curva,,329
-22.69,0.17,curva,,330
-15.13,0.11,curva,,331
-7.56,0.06,curva,,332
